"state","placefp14","cbsa","stab","placefp","placenm","placenm14","cbsaname15","pop10","afact"
"FIPS state","placefp14","CBSA current as of CBSAyr","State Postal Code","placefp","placenm","Place Name 2014","2015 CBSA Name","Total Pop, 2010 census","placefp14 to cbsa alloc factor"
"25","41532","14460","MA"," "," ","Millis-Clicquot CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",4403,1 
"25","41725","14460","MA"," "," ","Milton CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",27003,1 
"25","41960","12700","MA"," "," ","Monomoscoy Island CDP, MA","Barnstable Town, MA (Metro)",147,1 
"25","42180","44140","MA"," "," ","Monson Center CDP, MA","Springfield, MA (Metro)",2107,1 
"25","42670","12700","MA"," "," ","Monument Beach CDP, MA","Barnstable Town, MA (Metro)",2790,1 
"25","43615","14460","MA"," "," ","Nahant CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",3410,1 
"25","43755"," ","MA"," "," ","Nantucket CDP, MA"," ",7446,1 
"25","44140","14460","MA"," "," ","Needham CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",28886,1 
"25","45000","39300","MA"," "," ","New Bedford city, MA","Providence-Warwick, RI-MA (Metro)",95072,1 
"25","45245","14460","MA"," "," ","Newburyport city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",17416,1 
"25","45500","12700","MA"," "," ","New Seabury CDP, MA","Barnstable Town, MA (Metro)",717,1 
"25","45560","14460","MA"," "," ","Newton city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",85146,1 
"25","46225","38340","MA"," "," ","North Adams city, MA","Pittsfield, MA (Metro)",13708,1 
"25","46295","44140","MA"," "," ","North Amherst CDP, MA","Springfield, MA (Metro)",6819,1 
"25","46330","44140","MA"," "," ","Northampton city, MA","Springfield, MA (Metro)",28549,1 
"25","46785","49340","MA"," "," ","Northborough CDP, MA","Worcester, MA-CT (Metro)",6167,1 
"25","47100","49340","MA"," "," ","North Brookfield CDP, MA","Worcester, MA-CT (Metro)",2265,1 
"25","47590","12700","MA"," "," ","North Eastham CDP, MA","Barnstable Town, MA (Metro)",1806,1 
"25","47730","12700","MA"," "," ","North Falmouth CDP, MA","Barnstable Town, MA (Metro)",3084,1 
"25","47800","24640","MA"," "," ","Northfield CDP, MA","Greenfield Town, MA (Micro)",1089,1 
"25","48220","14460","MA"," "," ","North Lakeville CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",2630,1 
"25","48710","14460","MA"," "," ","North Pembroke CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",3292,1 
"25","48780","14460","MA"," "," ","North Plymouth CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",3600,1 
"25","49165","14460","MA"," "," ","North Scituate CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",5077,1 
"25","49200","39300","MA"," "," ","North Seekonk CDP, MA","Providence-Warwick, RI-MA (Metro)",2692,1 
"25","49700","12700","MA"," "," ","Northwest Harwich CDP, MA","Barnstable Town, MA (Metro)",3929,1 
"25","49710","39300","MA"," "," ","North Westport CDP, MA","Providence-Warwick, RI-MA (Metro)",4575,1 
"25","50005","39300","MA"," "," ","Norton Center CDP, MA","Providence-Warwick, RI-MA (Metro)",2671,1 
"25","50285","14460","MA"," "," ","Norwood CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",28602,1 
"25","50862","14460","MA"," "," ","Ocean Bluff-Brant Rock CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",4970,1 
"25","50880","39300","MA"," "," ","Ocean Grove CDP, MA","Providence-Warwick, RI-MA (Metro)",2811,1 
"25","51160","14460","MA"," "," ","Onset CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",1573,1 
"25","51230","24640","MA"," "," ","Orange CDP, MA","Greenfield Town, MA (Micro)",4018,1 
"25","51405","12700","MA"," "," ","Orleans CDP, MA","Barnstable Town, MA (Metro)",1621,1 
"25","51790","49340","MA"," "," ","Oxford CDP, MA","Worcester, MA-CT (Metro)",6103,1 
"25","52144","44140","MA"," "," ","Palmer Town city, MA","Springfield, MA (Metro)",12140,1 
"25","52490","14460","MA"," "," ","Peabody city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",51251,1 
"25","52770","14460","MA"," "," ","Pepperell CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",2504,1 
"25","53085","49340","MA"," "," ","Petersham CDP, MA","Worcester, MA-CT (Metro)",243,1 
"25","53680","14460","MA"," "," ","Pinehurst CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",7152,1 
"25","53960","38340","MA"," "," ","Pittsfield city, MA","Pittsfield, MA (Metro)",44737,1 
"25","54275","14460","MA"," "," ","Plymouth CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",7494,1 
"25","54450","12700","MA"," "," ","Pocasset CDP, MA","Barnstable Town, MA (Metro)",2851,1 
"25","55070","12700","MA"," "," ","Popponesset CDP, MA","Barnstable Town, MA (Metro)",220,1 
"25","55090","12700","MA"," "," ","Popponesset Island CDP, MA","Barnstable Town, MA (Metro)",26,1 
"25","55535","12700","MA"," "," ","Provincetown CDP, MA","Barnstable Town, MA (Metro)",2642,1 
"25","55745","14460","MA"," "," ","Quincy city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",92271,1 
"25","55990","14460","MA"," "," ","Randolph CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",32112,1 
"25","56095","39300","MA"," "," ","Raynham Center CDP, MA","Providence-Warwick, RI-MA (Metro)",4100,1 
"25","56165","14460","MA"," "," ","Reading CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",24747,1 
"25","56585","14460","MA"," "," ","Revere city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",51755,1 
"25","57845","14460","MA"," "," ","Rockport CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",4966,1 
"25","58370","14460","MA"," "," ","Rowley CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",1416,1 
"25","58615","44140","MA"," "," ","Russell CDP, MA","Springfield, MA (Metro)",786,1 
"25","58790","49340","MA"," "," ","Rutland CDP, MA","Worcester, MA-CT (Metro)",2111,1 
"25","58965","12700","MA"," "," ","Sagamore CDP, MA","Barnstable Town, MA (Metro)",3623,1 
"25","59105","14460","MA"," "," ","Salem city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",41340,1 
"25","59210","14460","MA"," "," ","Salisbury CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",4869,1 
"25","59700","12700","MA"," "," ","Sandwich CDP, MA","Barnstable Town, MA (Metro)",2962,1 
"25","60050","14460","MA"," "," ","Saugus CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",26628,1 
"25","60295","14460","MA"," "," ","Scituate CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",5245,1 
"25","60505","12700","MA"," "," ","Seabrook CDP, MA","Barnstable Town, MA (Metro)",455,1 
"25","60627","12700","MA"," "," ","Seconsett Island CDP, MA","Barnstable Town, MA (Metro)",100,1 
"25","60820","14460","MA"," "," ","Sharon CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",5658,1 
"25","61205","24640","MA"," "," ","Shelburne Falls CDP, MA","Greenfield Town, MA (Micro)",1731,1 
"25","61555","14460","MA"," "," ","Shirley CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",1441,1 
"25","61940"," ","MA"," "," ","Siasconset CDP, MA"," ",205,1 
"25","62300","39300","MA"," "," ","Smith Mills CDP, MA","Providence-Warwick, RI-MA (Metro)",4773,1 
"25","62465","39300","MA"," "," ","Somerset CDP, MA","Providence-Warwick, RI-MA (Metro)",18165,1 
"25","62535","14460","MA"," "," ","Somerville city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",75754,1 
"25","62675","44140","MA"," "," ","South Amherst CDP, MA","Springfield, MA (Metro)",4994,1 
"25","62780","49340","MA"," "," ","South Ashburnham CDP, MA","Worcester, MA-CT (Metro)",1062,1 
"25","63345","49340","MA"," "," ","Southbridge Town city, MA","Worcester, MA-CT (Metro)",16719,1 
"25","63620","24640","MA"," "," ","South Deerfield CDP, MA","Greenfield Town, MA (Micro)",1880,1 
"25","63655","12700","MA"," "," ","South Dennis CDP, MA","Barnstable Town, MA (Metro)",3643,1 
"25","63690","14460","MA"," "," ","South Duxbury CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",3360,1 
"25","64460","49340","MA"," "," ","South Lancaster CDP, MA","Worcester, MA-CT (Metro)",1894,1 
"25","66035","12700","MA"," "," ","South Yarmouth CDP, MA","Barnstable Town, MA (Metro)",11092,1 
"25","66070","49340","MA"," "," ","Spencer CDP, MA","Worcester, MA-CT (Metro)",5700,1 
"25","67000","44140","MA"," "," ","Springfield city, MA","Springfield, MA (Metro)",153060,1 
"25","67700","14460","MA"," "," ","Stoneham CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",21437,1 
"25","68120","49340","MA"," "," ","Sturbridge CDP, MA","Worcester, MA-CT (Metro)",2253,1 
"25","68680","14460","MA"," "," ","Swampscott CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",13787,1 
"25","69170","39300","MA"," "," ","Taunton city, MA","Providence-Warwick, RI-MA (Metro)",55874,1 
"25","69205","12700","MA"," "," ","Teaticket CDP, MA","Barnstable Town, MA (Metro)",1692,1 
"25","69585","14460","MA"," "," ","The Pinehills CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",955,1 
"25","70115","14460","MA"," "," ","Topsfield CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",2717,1 
"25","70325","14460","MA"," "," ","Townsend CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",1128,1 
"25","70815","24640","MA"," "," ","Turners Falls CDP, MA","Greenfield Town, MA (Micro)",4470,1 
"25","71445","49340","MA"," "," ","Upton CDP, MA","Worcester, MA-CT (Metro)",3013,1 
"25","71970","47240","MA"," "," ","Vineyard Haven CDP, MA","Vineyard Haven, MA (Micro)",2114,1 
"25","72250","14460","MA"," "," ","Wakefield CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",24932,1 
"25","72460","14460","MA"," "," ","Walpole CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",5918,1 
"25","72600","14460","MA"," "," ","Waltham city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",60632,1 
"25","72845","44140","MA"," "," ","Ware CDP, MA","Springfield, MA (Metro)",6170,1 
"25","73020","14460","MA"," "," ","Wareham Center CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",2896,1 
"25","73055","49340","MA"," "," ","Warren CDP, MA","Worcester, MA-CT (Metro)",1405,1 
"25","73440","14460","MA"," "," ","Watertown Town city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",31915,1 
"25","73930","49340","MA"," "," ","Webster CDP, MA","Worcester, MA-CT (Metro)",11412,1 
"25","74210","14460","MA"," "," ","Wellesley CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",27982,1 
"25","75050","49340","MA"," "," ","Westborough CDP, MA","Worcester, MA-CT (Metro)",4045,1 
"25","75365","49340","MA"," "," ","West Brookfield CDP, MA","Worcester, MA-CT (Metro)",1413,1 
"25","75505","12700","MA"," "," ","West Chatham CDP, MA","Barnstable Town, MA (Metro)",1410,1 
"25","75680","14460","MA"," "," ","West Concord CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",6028,1 
"25","75820","12700","MA"," "," ","West Dennis CDP, MA","Barnstable Town, MA (Metro)",2242,1 
"25","75960","12700","MA"," "," ","West Falmouth CDP, MA","Barnstable Town, MA (Metro)",1738,1 
"25","76030","44140","MA"," "," ","Westfield city, MA","Springfield, MA (Metro)",41094,1 
"25","77890","44140","MA"," "," ","West Springfield Town city, MA","Springfield, MA (Metro)",28391,1 
"25","78410","14460","MA"," "," ","West Wareham CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",2064,1 
"25","78795","12700","MA"," "," ","West Yarmouth CDP, MA","Barnstable Town, MA (Metro)",6012,1 
"25","78850","14460","MA"," "," ","Weweantic CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",2105,1 
"25","78972","14460","MA"," "," ","Weymouth Town city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",53743,1 
"25","79390","14460","MA"," "," ","White Island Shores CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",2106,1 
"25","79495","49340","MA"," "," ","Whitinsville CDP, MA","Worcester, MA-CT (Metro)",6704,1 
"25","79705","44140","MA"," "," ","Wilbraham CDP, MA","Springfield, MA (Metro)",3915,1 
"25","79950","38340","MA"," "," ","Williamstown CDP, MA","Pittsfield, MA (Metro)",4325,1 
"25","80195","14460","MA"," "," ","Wilmington CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",22325,1 
"25","80370","49340","MA"," "," ","Winchendon CDP, MA","Worcester, MA-CT (Metro)",4213,1 
"25","80545","14460","MA"," "," ","Winchester CDP, MA","Boston-Cambridge-Newton, MA-NH (Metro)",21374,1 
"25","81005","14460","MA"," "," ","Winthrop Town city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",17497,1 
"25","81035","14460","MA"," "," ","Woburn city, MA","Boston-Cambridge-Newton, MA-NH (Metro)",38120,1 
"25","81245","12700","MA"," "," ","Woods Hole CDP, MA","Barnstable Town, MA (Metro)",781,1 
"25","82000","49340","MA"," "," ","Worcester city, MA","Worcester, MA-CT (Metro)",181045,1 
"25","82595","12700","MA"," "," ","Yarmouth Port CDP, MA","Barnstable Town, MA (Metro)",5320,1 
"25","99999"," ","MA"," "," "," "," ",2285,0.001 
"25","99999","12700","MA"," "," "," ","Barnstable Town, MA (Metro)",65582,0.034 
"25","99999","14460","MA"," "," "," ","Boston-Cambridge-Newton, MA-NH (Metro)",1015912,0.526 
"25","99999","24640","MA"," "," "," ","Greenfield Town, MA (Micro)",38946,0.02 
"25","99999","38340","MA"," "," "," ","Pittsfield, MA (Metro)",55354,0.029 
